datetime,count
2011-01-17 00:00:00,24.577114474305446
2011-01-17 01:00:00,17.565997214577944
2011-01-17 02:00:00,14.340985677034695
2011-01-17 03:00:00,10.375005001080597
2011-01-17 04:00:00,3.457549497024324
2011-01-17 05:00:00,8.291045117762003
2011-01-17 06:00:00,32.74078075998536
2011-01-17 07:00:00,88.84317932488564
2011-01-17 08:00:00,191.75012132361329
2011-01-17 09:00:00,117.06572991623287
2011-01-17 10:00:00,81.10274120016891
2011-01-17 11:00:00,99.77320669031975
2011-01-17 12:00:00,126.24246336940719
2011-01-17 13:00:00,132.9355269053581
2011-01-17 14:00:00,123.21986107597259
2011-01-17 15:00:00,128.92282710958105
2011-01-17 16:00:00,147.67967349859728
2011-01-17 17:00:00,201.75588188290428
2011-01-17 18:00:00,176.74280173085208
2011-01-17 19:00:00,129.13113210323573
2011-01-17 20:00:00,91.79632528631501
2011-01-17 21:00:00,65.97553151376434
2011-01-17 22:00:00,51.115151800385945
2011-01-17 23:00:00,34.38386641179316
2011-01-18 12:00:00,126.24246336940719
2011-01-18 13:00:00,132.9355269053581
2011-01-18 14:00:00,123.21986107597259
2011-01-18 15:00:00,128.92282710958105
2011-01-18 16:00:00,147.67967349859728
2011-01-18 17:00:00,201.75588188290428
2011-01-18 18:00:00,176.74280173085208
2011-01-18 19:00:00,129.13113210323573
2011-01-18 20:00:00,91.79632528631501
2011-01-18 21:00:00,65.97553151376434
2011-01-18 22:00:00,51.115151800385945
2011-01-18 23:00:00,34.38386641179316
2011-01-19 00:00:00,24.577114474305446
2011-01-19 01:00:00,17.565997214577944
2011-01-19 02:00:00,14.340985677034695
2011-01-19 04:00:00,3.457549497024324
2011-01-19 05:00:00,8.291045117762003
2011-01-19 06:00:00,32.74078075998536
2011-01-19 07:00:00,88.84317932488564
2011-01-19 08:00:00,191.75012132361329
2011-01-19 09:00:00,117.06572991623287
2011-01-19 10:00:00,81.10274120016891
2011-01-19 11:00:00,99.77320669031975
2011-01-19 12:00:00,126.24246336940719
2011-01-19 13:00:00,132.9355269053581
2011-01-19 14:00:00,123.21986107597259
2011-01-19 15:00:00,128.92282710958105
2011-01-19 16:00:00,147.67967349859728
2011-01-19 17:00:00,201.75588188290428
2011-01-19 18:00:00,176.74280173085208
2011-01-19 19:00:00,129.13113210323573
2011-01-19 20:00:00,91.79632528631501
2011-01-19 21:00:00,65.97553151376434
2011-01-19 22:00:00,51.115151800385945
2011-01-19 23:00:00,34.38386641179316
2011-02-17 00:00:00,25.927813865303595
2011-02-17 01:00:00,14.453374083570365
2011-02-17 02:00:00,10.470372497906595
2011-02-17 03:00:00,5.226986577794498
2011-02-17 04:00:00,2.50282327743055
2011-02-17 05:00:00,9.813031508159236
2011-02-17 06:00:00,42.803069773326214
2011-02-17 07:00:00,129.63439455150512
2011-02-17 08:00:00,267.49813310587217
2011-02-17 09:00:00,157.46865393076652
2011-02-17 10:00:00,87.62377186718636
2011-02-17 11:00:00,100.71670120323323
2011-02-17 12:00:00,129.3311411295092
2011-02-17 13:00:00,133.6689379654127
2011-02-17 14:00:00,118.67652119397512
2011-02-17 15:00:00,128.35001553155757
2011-02-17 16:00:00,160.36804125289964
2011-02-17 17:00:00,266.4183487045502
2011-02-17 18:00:00,241.28988687225873
2011-02-17 19:00:00,163.45274132539956
2011-02-17 20:00:00,118.97632737555995
2011-02-17 21:00:00,95.44669824727136
2011-02-17 22:00:00,74.22666001423327
2011-02-17 23:00:00,44.59365437747904
2011-02-18 00:00:00,25.927813865303595
2011-02-18 01:00:00,14.453374083570365
2011-02-18 02:00:00,10.470372497906595
2011-02-18 03:00:00,5.226986577794498
2011-02-18 04:00:00,2.50282327743055
2011-02-18 05:00:00,9.813031508159236
2011-02-18 06:00:00,42.803069773326214
2011-02-18 07:00:00,129.63439455150512
2011-02-18 08:00:00,267.49813310587217
2011-02-18 09:00:00,157.46865393076652
2011-02-18 10:00:00,87.62377186718636
2011-02-18 11:00:00,100.71670120323323
2011-02-18 12:00:00,129.3311411295092
2011-02-18 13:00:00,133.6689379654127
2011-02-18 14:00:00,118.67652119397512
2011-02-18 15:00:00,128.35001553155757
2011-02-18 16:00:00,160.36804125289964
2011-02-18 17:00:00,266.4183487045502
2011-02-18 18:00:00,241.28988687225873
2011-02-18 19:00:00,163.45274132539956
2011-02-18 20:00:00,118.97632737555995
2011-02-18 21:00:00,95.44669824727136
2011-02-18 22:00:00,74.22666001423327
2011-02-18 23:00:00,44.59365437747904
2011-02-19 00:00:00,25.927813865303595
2011-02-19 01:00:00,14.453374083570365
2011-02-19 02:00:00,10.470372497906595
2011-02-19 03:00:00,5.226986577794498
2011-02-19 04:00:00,2.50282327743055
2011-02-19 05:00:00,9.813031508159236
2011-02-19 06:00:00,42.803069773326214
2011-02-19 07:00:00,129.63439455150512
2011-02-19 08:00:00,267.49813310587217
2011-02-19 09:00:00,157.46865393076652
2011-02-19 10:00:00,87.62377186718636
2011-02-19 11:00:00,100.71670120323323
2011-02-19 12:00:00,129.3311411295092
2011-02-19 13:00:00,133.6689379654127
2011-02-19 14:00:00,118.67652119397512
2011-02-19 15:00:00,128.35001553155757
2011-02-19 16:00:00,160.36804125289964
2011-02-19 17:00:00,266.4183487045502
